"romantic";"intimate";"classy";"hipster";"divey";"trendy";"upscale";"casual";"dairy-free";"gluten-free";"vegan";"kosher";"halal";"soy-free";"vegetarian"
0;0;0;0;0;0;0;0.00012983896186443;9.22334214448935e-05;0.000368332390217938;7.61797252855225e-05;0.000721015852031178;0.000488251427996719;0.000285108576921217;8.78946338661354e-05
0;0;0;0;0;0.000714944912359669;0;0;0.000230583553612234;0;0.000190449313213806;0;0;0.000712771442303042;0.000109868292332669
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000109868292332669
0;0;0;0;0;0;0;0.00012983896186443;0;0.000920830975544845;0;0;0;0;0
0;0;0;0;0;0;0;0.00012983896186443;0;0;0;0;0;0;0.000109868292332669
0;0;0;0;0;0;0;0;0;0;0.000190449313213806;0;0;0;0
0;0;0;0;0;0.000714944912359669;0;0;0;0;0.000190449313213806;0;0;0;0.000109868292332669
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000109868292332669
0;0;0;0;0;0;0;0.00012983896186443;0.000230583553612234;0;0.000190449313213806;0;0;0;0.000109868292332669
0;0;0;0;0;0;0;0.00012983896186443;0;0;0;0;0;0;0.000109868292332669
0;0;0;0;0;0;0;0.00012983896186443;0;0;0;0;0;0;0.000109868292332669
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000109868292332669
0;0;0;0;0;0;0;0.00012983896186443;0.000230583553612234;0;0.000190449313213806;0;0;0;0.000109868292332669
0;0;0;0;0;0;0;0.00012983896186443;0.000115291776806117;0.000460415487772423;9.52246566069031e-05;0;0.000610314284995899;0.000356385721151521;0.000109868292332669
0;0;0;0;0;0;0;0.00012983896186443;0.000230583553612234;0;0;0;0;0;0.000109868292332669
0;0;0.00188415428287232;0;0;0;0;0;0;0;0.000190449313213806;0;0;0;0.000109868292332669
0;0;0;0;0;0;0;0.00012983896186443;0;0.000920830975544845;0;0;0;0;0
0;0;0;0;0;0;0;0.00012983896186443;0.000230583553612234;0;0.000190449313213806;0;0;0;0.000109868292332669
0;0;0;0;0;0;0;0.00012983896186443;0.000230583553612234;0;0.000190449313213806;0;0;0;0.000109868292332669
0;0;0;0;0;0;0;0.00012983896186443;0;0;0;0;0;0;0.000109868292332669
0;0;0;0;0;0;0;0.00012983896186443;0.000230583553612234;0;0.000190449313213806;0;0;0;0.000109868292332669
0;0;0;0;0;0.000714944912359669;0;0;0.000230583553612234;0;0.000190449313213806;0;0;0.000712771442303042;0.000109868292332669
0;0;0;0;0;0.000714944912359669;0;0;0;0;0.000190449313213806;0;0;0;0.000109868292332669
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000109868292332669
0;0;0;0;0;0;0;0.00012983896186443;0.000230583553612234;0;0.000190449313213806;0;0;0;0.000109868292332669
0;0;0;0;0;0;0;0.00012983896186443;0;0.000920830975544845;0;0;0;0;0
0;0;0;0;0;0;0;0.00012983896186443;0.000230583553612234;0;0.000190449313213806;0;0;0;0.000109868292332669
0;0;0;0;0;0;0;0.00012983896186443;0.000230583553612234;0;0.000190449313213806;0;0;0;0.000109868292332669
0;0;0;0;0;0;0;0.00012983896186443;0.000230583553612234;0;0.000190449313213806;0;0;0;0.000109868292332669
0;0;0;0;0;0;0;0.00012983896186443;0.000230583553612234;0;0;0;0;0;0.000109868292332669
0;0;0;0;0;0.000714944912359669;0;0;0;0;0.000190449313213806;0;0;0;0.000109868292332669
0;0;0;0;0;0;0;0.00012983896186443;0;0;0;0;0;0;0.000109868292332669
0;0;0;0.000961425206737635;0;0;0;6.49194809322152e-05;0.000115291776806117;0;9.52246566069031e-05;0;0;0;0.000109868292332669
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000109868292332669
0;0;0;0;0;0;0;0.00012983896186443;0.000230583553612234;0;0;0;0;0;0.000109868292332669
0;0;0;0.00192285041347527;0;0;0;0;0.000230583553612234;0;0.000190449313213806;0;0;0;0.000109868292332669
0;0;0;0;0;0;0;0.00012983896186443;0;0;0;0;0;0;0.000109868292332669
0;0;0;0;0;0;0;0.00012983896186443;0.000230583553612234;0;0.000190449313213806;0;0;0;0.000109868292332669
0;0;0;0;0;0.000714944912359669;0;0;0.000230583553612234;0;0.000190449313213806;0;0;0.000712771442303042;0.000109868292332669
0;0;0;0;0;0;0;0.00012983896186443;0.000230583553612234;0;0;0;0;0;0.000109868292332669
0;0;0;0.00192285041347527;0;0;0;0;0.000230583553612234;0;0.000190449313213806;0;0;0;0.000109868292332669
0;0;0;0;0;0;0;0.00012983896186443;0;0;0;0;0;0;0.000109868292332669
0;0;0;0;0;0;0;0.00012983896186443;0;0;0;0;0;0;0.000109868292332669
0;0;0;0;0;0.000238314970786556;0;8.65593079096202e-05;0;0;6.34831044046021e-05;0;0;0;0.000109868292332669
0;0;0;0;0;0;0;0.00012983896186443;0;0.000306943658514948;0;0.000801128724479086;0;0;0
0;0;0;0;0;0;0;0.00012983896186443;0;0;0;0;0;0;0.000109868292332669
0;0;0;0;0;0;0;0.00012983896186443;0.000115291776806117;0;9.52246566069031e-05;0;0;0;0.000109868292332669
0;0;0;0;0.0113750447030639;0;0;0;0;0;0;0;0;0;0.000109868292332669
0;0;0;0;0;0.000357472456179835;0;6.49194809322152e-05;0.000115291776806117;0;9.52246566069031e-05;0;0.000610314284995899;0.000356385721151521;0.000109868292332669
0;0;0;0;0;0.000714944912359669;0;0;0.000230583553612234;0;0.000190449313213806;0;0;0.000712771442303042;0.000109868292332669
0;0;0;0;0;0.000178736228089917;0;9.73792213983228e-05;0.000115291776806117;0;4.76123283034516e-05;0;0;0;0.000109868292332669
0;0;0;0;0;0.000714944912359669;0;0;0.000230583553612234;0;0.000190449313213806;0;0;0.000712771442303042;0.000109868292332669
0;0;0;0;0;0.000714944912359669;0;0;0;0;0.000190449313213806;0;0;0;0.000109868292332669
0;0;0;0;0;0;0;0.00012983896186443;0.000230583553612234;0.000920830975544845;0.000190449313213806;0.00120169308671863;0.0012206285699918;0.000712771442303042;0.000109868292332669
0;0;0;0;0;0;0;0.00012983896186443;0.000230583553612234;0;0;0;0;0;0.000109868292332669
0;0;0;0;0;0;0;0.00012983896186443;0.000115291776806117;0;0;0;0;0.000356385721151521;0.000109868292332669
0;0;0;0;0;0;0;0.00012983896186443;0.000230583553612234;0;0.000190449313213806;0;0;0;0.000109868292332669
0;0;0;0.00192285041347527;0;0;0;0;0.000230583553612234;0;0.000190449313213806;0;0;0;0.000109868292332669
0;0;0;0;0;0;0;0.00012983896186443;0.000115291776806117;0;0;0;0;0;0.000109868292332669
0;0;0.00188415428287232;0;0;0;0;0;0.000230583553612234;0;0.000190449313213806;0;0;0.000712771442303042;0.000109868292332669
0;0;0;0;0;0;0;0.00012983896186443;0;0;0;0;0;0;0.000109868292332669
0;0;0.000942077141436162;0;0;0;0;6.49194809322152e-05;0.000230583553612234;0;0.000190449313213806;0;0;0.000356385721151521;0.000109868292332669
0;0;0;0;0;0.000714944912359669;0;0;0.000230583553612234;0;0.000190449313213806;0;0;0.000712771442303042;0.000109868292332669
0;0;0.00188415428287232;0;0;0;0;0;0;0;0.000190449313213806;0;0;0;0.000109868292332669
0;0;0;0;0;0.000714944912359669;0;0;0.000230583553612234;0;0.000190449313213806;0;0;0.000712771442303042;0.000109868292332669
0;0;0;0;0;0;0;0.00012983896186443;0.000230583553612234;0.000920830975544845;0.000190449313213806;0.00120169308671863;0.0012206285699918;0.000712771442303042;0.000109868292332669
0;0;0;0;0;0;0;0.00012983896186443;0.000230583553612234;0;0.000190449313213806;0;0;0;0.000109868292332669
0;0;0;0;0;0.000714944912359669;0;0;0.000230583553612234;0;0.000190449313213806;0;0;0.000712771442303042;0.000109868292332669
0;0;0;0;0;0;0;0.00012983896186443;0;0;0;0;0;0;0.000109868292332669
0;0;0;0;0;0;0;0.00012983896186443;0.000230583553612234;0;0.000190449313213806;0;0;0;0.000109868292332669
0;0;0;0;0;0;0;0.00012983896186443;0.000230583553612234;0;0.000190449313213806;0;0;0;0.000109868292332669
0;0;0;0;0;0;0;0.00012983896186443;0;0;0.000190449313213806;0;0;0;0
0;0;0;0;0;0;0;0.00012983896186443;0;0;0;0;0;0;0.000109868292332669
0;0;0;0;0;0.000714944912359669;0;0;0;0;0.000190449313213806;0;0;0;0.000109868292332669
0;0;0;0;0;0;0;0.00012983896186443;0.000230583553612234;0.000920830975544845;0.000190449313213806;0;0.0012206285699918;0.000712771442303042;0.000109868292332669
0;0;0.00188415428287232;0;0;0;0;0;0;0;0.000190449313213806;0;0;0;0.000109868292332669
0;0;0;0;0;0.000714944912359669;0;0;0.000230583553612234;0;0.000190449313213806;0;0;0.000712771442303042;0.000109868292332669
0;0;0;0;0;0;0;0.00012983896186443;0;0;0;0;0;0;0.000109868292332669
0;0;0;0;0;0;0;0.00012983896186443;0;0;0;0.000600846543359315;0;0;5.49341461663346e-05
0;0;0;0;0;0;0;0.00012983896186443;7.68611845374113e-05;0.000613887317029897;6.34831044046021e-05;0.000400564362239543;0.000406876189997266;0.000237590480767681;7.32455282217795e-05
0;0;0;0;0;0.000714944912359669;0;0;0;0;0.000190449313213806;0;0;0;0.000109868292332669
0;0;0;0;0;0;0;0.00012983896186443;0.000230583553612234;0.000920830975544845;0.000190449313213806;0;0.0012206285699918;0.000712771442303042;0.000109868292332669
0;0;0;0;0;0.000714944912359669;0;0;0;0;0.000190449313213806;0;0;0;0.000109868292332669
0;0;0;0;0;0.000357472456179835;0;6.49194809322152e-05;0;0;9.52246566069031e-05;0.000600846543359315;0;0;5.49341461663346e-05
0;0;0;0;0;0;0;0.00012983896186443;0.000230583553612234;0;0.000190449313213806;0;0;0;0.000109868292332669
0;0;0;0;0;0;0;0.00012983896186443;0.000230583553612234;0;0;0;0;0;0.000109868292332669
0;0;0.00188415428287232;0;0;0;0;0;0;0;0.000190449313213806;0;0;0;0.000109868292332669
0;0;0;0;0;0.000714944912359669;0;0;0.000230583553612234;0;0.000190449313213806;0;0;0.000712771442303042;0.000109868292332669
0;0;0;0;0;0;0;0.00012983896186443;0;0;0;0;0;0;0.000109868292332669
0;0;0;0;0;0;0;0.00012983896186443;0;0.000920830975544845;0;0;0;0;0
0;0;0;0;0;0;0;0.00012983896186443;0;0;0;0;0;0;0.000109868292332669
